id_da rua,Id_ponto,metragem,sistema_metrico,logradouro,numero,numero original,data_inicial (DD/MM/AAAA),data_final (DD/MM/AAAA),fonte,autor_da_alimentação,Data
22,22-39,39,s,rua libero badaro,39,39,25/09/1936,,"livro de emplacamento, 21, p.296",Luanna,08/10/2018
22,22-73,73,s,rua libero badaro,73,73,25/09/1936,,"livro de emplacamento, 21, p.296",Luanna,08/10/2018
22,22-73,73,n,rua libero badaro,52,52s,28/04/1928,24/09/1936,"livro de emplacamento, 13, p.194; livro de emplacamento 21, p. 296",Luanna,08/10/2018
23,23-255,255,s,viaducto santa ephigenia,255,255,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-255,255,n,viaducto santa ephigenia,1.1,1a,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-277,277,s,viaducto santa ephigenia,277,277,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-277,277,n,viaducto santa ephigenia,5,5,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-303,303,s,viaducto santa ephigenia,303,303,14/03/1941,,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
23,23-303,303,n,viaducto santa ephigenia,15,,13/03/1941,13/03/1941,"livro de emplacamento 28, p. 118",Luanna,08/10/2018
27,27-23,23,s,ladeira da constituicao,23,23,13/9/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-23,23,n,ladeira da constituicao,1,1,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-69,69,s,ladeira da constituicao,69,69,13/9/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-28,28,s,ladeira da constituicao,28,28,13/9/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-28,28,n,ladeira da constituicao,2,2,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-74,74,s,ladeira da constituicao,74,74,13/9/1937,,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
27,27-74,74,n,ladeira da constituicao,8,8,12/09/1937,12/09/1937,"livro de emplacamento 22, p. 399",Luanna,08/10/2018
78,78-392,392,s,Rua Araujo,392,1/26/1901,15/05/1936,,"Livro de Emplacamento, n.21, p.122",Cintia,8/10/2018
78,78-392,392,n,Rua Araujo,1,1,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-73,73,s,Rua Araujo,73,73,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-73,73,n,Rua Araujo,60,02/28/1900,18/09/1908,18/09/1908,"Livro de Emplacamento, n.21, p.121; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-281,281,s,Rua Araujo,281,281,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-281,281,n,Rua Araujo,10,10,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
78,78-399,399,s,Rua Araujo,399,399,15/05/1936,,"Livro de Emplacamento, n.21, p.121",Cintia,8/10/2018
78,78-399,399,n,Rua Araujo,2,2,19/09/1908,14/05/1936,"Livro de Emplacamento, n.21, p.122; Livro de Emplacamento, n.17, p.67; Livro de Emplacamento, n.1, p.2",Cintia,8/10/2018
16,16-121,121,s,Rua Alvares Penteado,121,121,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-121,121,n,Rua Alvares Penteado,17,17,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,s,Rua Alvares Penteado,221,221,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,n,Rua Alvares Penteado,31.1,31A,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-221,221,n,Rua Alvares Penteado,43,43 E/T,21/06/1912,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,s,Rua Alvares Penteado,18,18,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,n,Rua Alvares Penteado,"2.4",2B,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-18,18,n,Rua Alvares Penteado,"8.1",8A E/T,15/07/1928,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-112,112,s,Rua Alvares Penteado,112,112,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-112,112,n,Rua Alvares Penteado,12,12,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,s,Rua Alvares Penteado,218,218,13/09/1939,,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,n,Rua Alvares Penteado,26,26 sob,16/07/1928,12/08/1939,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
16,16-218,218,n,Rua Alvares Penteado,44,44 E/S,15/07/1928,15/07/1928,"Livro de Emplacamento, n.26, p.199,; n.13,p.31; n.1, p.44",Cintia,8/10/2018
17,17-19,19,s,Rua do Comercio,19,19,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-19,19,n,Rua do Comercio,1,1 E/T Tinta,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-39,39,s,Rua do Comercio,39,39,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-39,39,n,Rua do Comercio,9,9 E/S,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-14,14,s,Rua do Comercio,14,14,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-14,14,n,Rua do Comercio,2,2 E/T,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-58,58,s,Rua do Comercio,58,58,06/11/1936,,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
17,17-58,58,n,Rua do Comercio,10,10 E/T,15/06/1928,15/06/1928,"Livro de Emplacamento n.21, p.343; n.13,p.85; n.3, p.30",Cintia,8/10/2018
19,19-63,63,s,Rua da Quitanda,63,63,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-63,63,n,Rua da Quitanda,1,1 E/T,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-113,113,s,Rua da Quitanda,113,113,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-113,113,n,Rua da Quitanda,13,13 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-161,161,s,Rua da Quitanda,161,161,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-161,161,n,Rua da Quitanda,23,23 tinta,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-18,18,s,Rua da Quitanda,18,18,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-18,18,n,Rua da Quitanda,2,2 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-114,114,s,Rua da Quitanda,114,114,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-114,114,n,Rua da Quitanda,10,10 E/T,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-162,162,s,Rua da Quitanda,162,162,02/01/1935,,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
19,19-162,162,n,Rua da Quitanda,18,18 E/S,21/06/1928,21/06/1928,"Livro de Emplacamento, n.19, p.222; n.14, p.57",Cintia,8/10/2018
20,20-11,11,s,Rua Direita,11,11,05/02/1938,,"Livro de Emplacamento, n.24, p.205; n.13, p.112",Cintia,8/10/2018
51,51-197,197,s,Rua Formosa,197,197,06/10/1936,,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018
51,51-449,449,s,Rua Formosa,449,449,06/10/1936,,"Livro de Emplacamento, n.21,p.307; n.4, p.39",Cintia,8/10/2018
54,54-262,262,s,Rua Vinte e quatro de maio,262,262,06/11/1935,,"Livro de Emplacamento n.20, p.154; n.9, p.199",Cintia,8/10/2018
54,54-262,262,n,Rua Vinte e quatro de maio,50.2,50 sob,20/02/1909,05/11/1935,"Livro de Emplacamento n.20, p.154; n.9, p.199",Cintia,8/10/2018
55,55-49,49,s,Rua São Francisco,49,49,21/09/1938,,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-49,49,n,Rua São Francisco,11.3,11B,20/09/1938,20/09/1938,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-115,115,s,Rua São Francisco,115,115,21/09/1938,,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-115,115,n,Rua São Francisco,27,27,19/03/1909,20/09/1938,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-52,52,s,Rua São Francisco,52,52,21/09/1938,,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-52,52,n,Rua São Francisco,20,20,19/03/1909,20/09/1938,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-92,92,s,Rua São Francisco,92,92,21/09/1938,,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-92,92,n,Rua São Francisco,24,24,20/09/1938,20/09/1938,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-118,118,s,Rua São Francisco,118,118,21/09/1938,,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
55,55-118,118,n,Rua São Francisco,32,32,20/09/1938,20/09/1938,"Livro de Emplacamento n.25, p.120; n.8, p.128",Cintia,8/10/2018
56,56-7,7,s,Rua Senador Paulo Egydio,7,7,22/08/1934,,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
56,56-61,61,s,Rua Senador Paulo Egydio,61,61,22/08/1934,,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
56,56-18,18,s,Rua Senador Paulo Egydio,18,18,22/08/1934,,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
56,56-18,18,n,Rua Senador Paulo Egydio,2,2,21/08/1934,21/08/1934,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
56,56-44,44,s,Rua Senador Paulo Egydio,44,44,22/08/1934,,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
56,56-44,44,n,Rua Senador Paulo Egydio,10,10,21/08/1934,21/08/1934,"Livro de Emplacamento, n.19, p.171",Cintia,09/10/2018
59,59-33,33,s,Rua Cristavão Colombo,33,33,14/03/1941,,"Livro de Emplacamento, n.28, p.127",Cintia,09/10/2018
59,59-51,51,s,Rua Cristavão Colombo,51,51,14/03/1941,,"Livro de Emplacamento, n.28, p.127",Cintia,09/10/2018
59,59-51,51,n,Rua Cristavão Colombo,1,1,13/03/1941,13/03/1941,"Livro de Emplacamento, n.28, p.127",Cintia,09/10/2018
59,59-63,63,s,Rua Cristavão Colombo,63,63,14/03/1941,,"Livro de Emplacamento, n.28, p.127",Cintia,09/10/2018
59,59-63,63,n,Rua Cristavão Colombo,3.1,3s°,13/03/1941,13/03/1941,"Livro de Emplacamento, n.28, p.127",Cintia,09/10/2018
65,65-48,48,s,Rua Alvaro de Carvalho,48,48,07/08/1940,,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
65,65-146,146,s,Rua Alvaro de Carvalho,136,136,07/08/1940,,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
65,65-219,219,s,Rua Alvaro de Carvalho,219,219,07/08/1940,,"Livro de Emplacamento n.27, p.182; n.13, p.33; n.1, p.43; n.1, p.11",Cintia,09/10/2018
69,69-125,125,s,Rua Braulio Gomes,125,125,14/01/1936,,"Livro de Emplacamento, n.20, p.297; n.17, p.64; n.2, p.8",Cintia,09/10/2018
69,69-125,125,n,Rua Braulio Gomes,15,15,20/02/1908,13/01/1936,"Livro de Emplacamento, n.20, p.297; n.17, p.64; n.2, p.8",Cintia,09/10/2018
69,69-183,183,s,Rua Braulio Gomes,183,183,14/01/1936,,"Livro de Emplacamento, n.20, p.297; n.17, p.64; n.2, p.8",Cintia,09/10/2018
69,69-183,183,n,Rua Braulio Gomes,31,31,08/08/1930,13/01/1936,"Livro de Emplacamento, n.20, p.297; n.17, p.64; n.2, p.8",Cintia,09/10/2018
73,73-94,94,s,Rua da Consolação,94,94,14/07/1939,,"Livro de Emplacamento, n.25, p.195",Cintia,09/10/2018
73,73-94,94,n,Rua da Consolação,16,16,20/02/1909,13/07/1939,"Livro de Emplacamento, n.25, p.195",Cintia,09/10/2018
73,73-1258,1258,s,Rua da Consolação,1258,1258,14/07/1939,,"Livro de Emplacamento, n.25, p.197",Cintia,09/10/2018
73,73-1258,1258,n,Rua da Consolação,240,240,13/07/1939,13/07/1939,"Livro de Emplacamento, n.25, p.197",Cintia,09/10/2018
73,73-1,1,s,Rua da Consolação,1,1,14/07/1939,,"Livro de Emplacamento, n.25, p.203",Cintia,09/10/2018
73,73-1,1,n,Rua da Consolação,3,3,13/07/1939,13/07/1939,"Livro de Emplacamento, n.25, p.203",Cintia,09/10/2018
74,74-57,57,s,Rua do Ouvidor,57,57,28/09/1933,,"Livro de Emplacamento, n.19, p.95",Cintia,09/10/2018
74,74-57,57,n,Rua do Ouvidor,1,1,,27/09/1933,"Livro de Emplacamento, n.19, p.95",Cintia,09/10/2018
74,74-81,81,s,Rua do Ouvidor,81,81,28/09/1933,,"Livro de Emplacamento, n.19, p.95",Cintia,09/10/2018
74,74-81,81,n,Rua do Ouvidor,7.1,7A,,27/09/1933,"Livro de Emplacamento, n.19, p.95",Cintia,09/10/2018
74,74-95,95,s,Rua do Ouvidor,95,95,28/09/1933,,"Livro de Emplacamento, n.19, p.95",Cintia,09/10/2018
90,90-87,87,s,Rua Dr. Villa Nova,87,87,10/10/1935,,"Livro de Emplacamento, n.20, p.74; n.17, p.166; n.1911, p.5; n.9, p.176",Cintia,09/10/2018
90,90-327,327,s,Rua Dr. Villa Nova,327,327,10/10/1935,,"Livro de Emplacamento, n.20, p.74; n.17, p.166; n.1911, p.5; n.9, p.176",Cintia,09/10/2018
90,90-314,314,s,Rua Dr. Villa Nova,314,314,10/10/1935,,"Livro de Emplacamento, n.20, p.74; n.17, p.166; n.1911, p.5; n.9, p.176",Cintia,09/10/2018
95,95-79,79,s,Rua Caio Prado,79,79,18/02/1936,,"Livro de Emplacamento n.20, p.357; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-79,79,n,Rua Caio Prado,15,15,20/09/1930,17/02/1936,"Livro de Emplacamento n.20, p.357; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-383,383,s,Rua Caio Prado,383,383,18/02/1936,,"Livro de Emplacamento n.20, p.357; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-383,383,n,Rua Caio Prado,63,63,20/09/1930,17/02/1936,"Livro de Emplacamento n.20, p.357; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-383,383,n,Rua Caio Prado,65,65,19/09/1930,19/09/1930,"Livro de Emplacamento n.20, p.357; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-50,50,s,Rua Caio Prado,50,50,18/02/1936,,"Livro de Emplacamento n.20, p.358; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-50,50,n,Rua Caio Prado,2,2,20/09/1930,17/02/1936,"Livro de Emplacamento n.20, p.358; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-370,370,s,Rua Caio Prado,370,370,18/02/1936,,"Livro de Emplacamento n.20, p.358; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-370,370,n,Rua Caio Prado,34,34,20/09/1930,17/02/1936,"Livro de Emplacamento n.20, p.358; n.17, p.87; n.3, p.16",Cintia,10/10/2018
95,95-370,370,n,Rua Caio Prado,48,48 tinta,19/09/1930,19/09/1930,"Livro de Emplacamento n.20, p.358; n.17, p.87; n.3, p.16",Cintia,10/10/2018
98,98-37,37,s,Rua Augusta,37,37,21/02/1936,,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-37,37,n,Rua Augusta,3,3,03/01/1925,20/02/1936,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-66,66,s,Rua Augusta,66,66,21/02/1936,,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-66,66,n,Rua Augusta,8,8,27/06/1927,20/02/1936,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-66,66,n,Rua Augusta,2,2,18/02/1914,26/06/1927,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-1062,1062,s,Rua Augusta,1062,1062,21/02/1936,,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-1062,1062,n,Rua Augusta,202,202,27/06/1927,20/02/1936,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-1062,1062,n,Rua Augusta,166,166,18/02/1914,26/06/1927,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-1062,1062,n,Rua Augusta,112,112,13/04/1908,17/02/1914,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
98,98-1062,1062,n,Rua Augusta,104,104,12/04/1908,12/04/1908,"Livro de Emplacamento, n.20, p.378; n.11, p.27; p.1, p.87; n.1, p.54; n.1, p.14",Cintia,10/10/2018
101,101-48,48,s,Rua Olinda,48,48,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-48,48,n,Rua Olinda,10,10,26/01/1911,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-48,48,n,Rua Olinda,2,2 tinta,25/01/1911,25/01/1911,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-92,92,s,Rua Olinda,92,92,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-92,92,n,Rua Olinda,26,26,26/01/1911,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-92,92,n,Rua Olinda,10,10,25/01/1911,25/01/1911,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-152,152,s,Rua Olinda,152,152,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-152,152,n,Rua Olinda,40,40,26/01/1911,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-152,152,n,Rua Olinda,24,24,25/01/1911,25/01/1911,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-252,252,s,Rua Olinda,252,252,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-252,252,n,Rua Olinda,52,52,09/01/1936,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-39,39,s,Rua Olinda,39,39,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-39,39,n,Rua Olinda,1,1,26/01/1911,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-59,59,s,Rua Olinda,59,59,10/01/1936,,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
101,101-59,59,n,Rua Olinda,9,9,26/01/1911,09/01/1936,"Livro de Emplacamento, n.20, p.286; n.11, p.54",Cintia,10/10/2018
